Cancer Type,Source,Pool,Priority,NCT/TrialID,Title,Cancer in Title?,Study Type,Flagged Keyword(s),Phase,Status,Year,Sponsor,Enrollment,Randomized,Outcome text (for cognition check),INCLUDE? (Y/N),Measures cognition? (Y/N),Notes
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00998738,Calcium and Magnesium in Preventing Peripheral Neuropathy Caused by Ixabepilone in Patients With Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE3,TERMINATED,2009,OTHER,1,Yes,"Comparison of Chemotherapy-induced Peripheral Neuropathy Between Calcium With Magnesium (CaMg) and Placebo Arms, as Measured by the Sensory Subscale of EORTC QLQ-CIPN20 European Organization for the Research and Treatment of Cancer Quality of Life Questionnaire Chemotherapy-Induced Peripheral Neuropathy Module (EORTC QLQ-CIPN20) sensor subscale score was calculated following the standard scoring a",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00052351,Vaccine Therapy Plus Sargramostim and Chemotherapy in Treating Women With Stage II or Stage III Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2002,NIH,,Yes,,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT01672671,BRCA1-associated DNA Repair Dysfunction in Patients With Early Triple Negative Breast Cancer Treated With Neoadjuvant Platinum-based Chemotherapy,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2011,OTHER,41,No,The pathological complete response rate to neoadjuvant platinum-based chemotherapy Pathologic treatment response will be assessed in correlation with BRCA1-associated DNA repair dysfunction signature. | Disease-free survival  | Clinical responses to neadjuvant chemotherapy  | Number of patients with 3/4 Grade CTC adverse events to assess toxicity and tolerability of the chemotherapy regimen ,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT05565534,Diabetes Care for Breast Cancer Patients,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2023,OTHER,74,Yes,Recruitment Success Ratio Number of participants recruited divided by the number of participants approached | Intervention Completion Ratio (Intervention only) Number of participants who completed the intervention divided by the number of participants who were enrolled. | Data Collection Success Ratio Number of participants who completed both surveys divided by the number of participants who were ,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT01616758,Phase II Study of GTx024 in Women With Metastatic Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,TERMINATED,2013,INDUSTRY,22,No,"Percentage of Subjects Treated With GTx024 With Clinical Benefit With AR Positive Breast Cancer N=17 of 22 subjects with AR Positive Breast Cancer - Clinical Benefit is defined as a complete response (CR), partial response (PR), or stable disease (SD). | Percentage of Subjects Treated With GTx024 With Clinical Benefit (All Subjects) Clinical Benefit is defined as a complete response (CR), partial ",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT04860115,Impact of Novel Thoracic Wall Blocks With Dexmetomidine on Inflammatory Markers Following Breast Cancer Surgery,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,UNKNOWN,2021,OTHER,120,Yes,"Difference in NLR Difference in neutrophil-lymphocyte ratio (NLR) between the intervention group and the standard care group measured at 24 hours after breast cancer surgery | Markers of inflammation Difference in Δ NLR, PLR, NPR, PDW, MPV and RDW between the intervention group and the standard care group measured at 24 hours after breast cancer surgery | Intraoperative opioids Intraoperative cons",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT07020962,Effect of Laughter Therapy on Breast Cancer Patients,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,NOT_YET_RECRUITING,2025,OTHER,56,Yes,"Laughter therapy will be applied to individuals with breast cancer and their levels of psychological distress will be measured.Laughter therapy will be applied to individuals with breast cancer and their psychological distress levels will be measured. Meme kanserine sahip olan bireylere kahkaha terapisi uygulanacak ve pskilojik sıkıntı düzeyleri ölçülecektir.

Laughter therapy will be applied to i",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT04176757,A Study of ZN-c5 in Participants With Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,COMPLETED,2020,INDUSTRY,35,No,Corroborate the single agent Recommended Phase 2 Dose  | Dose-biomarker relationship Percentage positive of Immunohistochemistry (IHC) staining Estrogen Receptor (ER) as compare to baseline | Dose-biomarker relationship Percentage positive of IHC staining Progesterone Receptor (PR) as compare to baseline | Dose-biomarker relationship Percentage positive of IHC staining Ki-67 as compare to baseline,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT05534438,A Study on Adding Precisely Targeted Radiation Therapy (Stereotactic Body Radiation Therapy) to the Usual Treatment Approach (Drug Therapy) in People With Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,RECRUITING,2022,OTHER,46,No,"Progression free survival The primary objective is to assess progression free survival, defined as systemic progression or death, within 3 months from start of Stereotactic Body Radiation Therapy/SBRT delivery.",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT02564848,Safety and Efficacy of Omission of Sentinel Node Biopsy in Patients With Estrogen-Positive Breast Cancer Over Age 65,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,ACTIVE_NOT_RECRUITING,2016,OTHER,200,No,"Regional recurrence A regional recurrence is defined as any recurrence in the ipsilateral axillary nodes, supraclavicular nodes or internal mammary nodes and will be determined by physical exam and breast imaging | Disease-free survival  | Overall survival ",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT04191499,"A Study Evaluating the Efficacy and Safety of Inavolisib + Palbociclib + Fulvestrant vs Placebo + Palbociclib + Fulvestrant in Participants With PIK3CA-Mutant, Hormone Receptor-Positive, HER2-Negative, Locally Advanced or Metastatic Breast Cancer",Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2/PHASE3,ACTIVE_NOT_RECRUITING,2020,INDUSTRY,325,Yes,"Progression-Free Survival (PFS) PFS was defined as the time from randomization to the first occurrence of disease progression, as determined by the investigator according to Response Evaluation Criteria in Solid Tumors (RECIST), Version 1.1 or death from any cause (whichever occurs first). Progressive disease (PD) was defined as at least a 20% increase in the sum of diameters of target lesions, ta",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT07419867,A Platform Study Based on Specific Tracer for Evaluating the Therapeutic Efficacy of Systemic Treatment for Breast Cancer Using PET/MRI,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,NOT_YET_RECRUITING,2026,OTHER,300,Yes,The correlation between specific tracer PET/MRI-related indicators and the efficacy of systemic treatment Change in PET/MRI-related indicators such as SUVmax from baseline to cycle 2 on in correlation with efficacy of systemic treatment. | Event-free suvival (EFS) Defined as the time period from the start of enrollment until the first occurrence of the relevant events. The relevant events include ,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00625898,BETH Study: Treatment of HER2 Positive Breast Cancer With Chemotherapy Plus Trastuzumab vs Chemotherapy Plus Trastuzumab Plus Bevacizumab,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE3,TERMINATED,2008,NETWORK,3509,Yes,"Invasive Disease-free Survival (IDFS)  | Invasive disease-free survival (IDFS) within chemotherapy cohorts  | Disease-free survival (DFS)  | Overall survival (OS)  | Recurrence-free interval (RFI)  | Distant recurrence-free interval (DRFI)  | Cardiac toxicity. Cumulative incidence of severe cardiac events defined as definite or probable cardiac death, or NYHA Class III or IV CHF  | Non-cardiac tox",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT01806259,Ketorolac in Breast Cancer Surgery,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE3,COMPLETED,2013,OTHER,203,Yes,"Recurrence-free Survival 2 years for the primary analysis + 3 additional years for secondary analysis (From date of randomization until the date of first documented progression or date of death from any cause, whichever came first, assessed up to 5 years) | Overall Survival 2 years for the primary analysis + 3 additional years for secondary analysis (From date of randomization until the date of de",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03721211,Imaging With [11C]Martinostat in Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,WITHDRAWN,2020,OTHER,0,No,"PET-MRI Visualization and Quantification of Breast Tumor Uptake of [11C]Martinostat Above Background Uptake, as Assessed by SUV Measurements Evaluate the ability of PET-MRI to visualize and quantify uptake of \[11C\]Martinostat in breast tumors above background tracer uptake. SUVmax will be collected from the primary breast tumor and the normal background breast tissue. The study is powered to det",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00880009,Study Evaluating Bosutinib-Letrozole Combination Versus Letrozole Alone In Post Menopausal Women With Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,TERMINATED,2009,INDUSTRY,16,Yes,Progression-Free Survival (PFS) Based on Independent Radiologist Time in weeks from date of randomization to first documentation of objective tumor progression or death due to any cause. PFS: calculated as (first event date minus the date of randomization plus 1) divided by 7. Tumor progression: determined from oncologic assessment data (where data meet the criteria for progressive disease \[PD\]),Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT05385146,Effect of Chan-Chuang Qigong With Breathing Meditation on Quality of Life in Patients With Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2017,OTHER,60,Yes,"Change in European Organization for Research and Treatment of Cancer Quality of Life Questionnaire(EORTC QLQ-C30) scores Quality of life was assessed using the European Organization for Research and Treatment of Cancer Quality of Life Questionnaire (EORTC QLQ-C30).It consists of 30 items to measure multiple aspects that incorporated five functional scales (physical, role, cognitive, emotional, and",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03106415,Pembrolizumab and Binimetinib in Treating Patients With Locally Advanced or Metastatic Triple Negative Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1/PHASE2,COMPLETED,2017,OTHER,23,No,"Maximum Tolerated Dose (MTD) of Pembrolizumab in Combination With Binimetinib Using the Standard 3+3 Design (Phase I) Will be assessed by Common Terminology Criteria for Adverse Events version 4.0. Safety/adverse events data will be tabulated, including adverse events of all grades. | Objective Response Rate (ORR) as (Phase II) Will be assessed by Response Evaluation Criteria in Solid Tumors (RECI",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT02599363,A Trial of Ribocilcib (LEE011) and Weekly Paclitaxel in Patients With Rb+ Advanced Breast Cancer,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE1,COMPLETED,2016,OTHER,18,No,Number of Adverse Events ,Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT03328884,Evaluation of the Efficacy and Safety of Nal-IRI for Progressing Brain Metastases in Breast Cancer Patients,Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,PHASE2,COMPLETED,2017,OTHER,55,No,"CNS Overall Response Rate (ORR) The efficacy of nal-IRI will be measured in terms of CNS ORR, defined as per RANO-BM criteria. According to these criteria Complete Response (CR) will be defined as the disappearance of all CNS target lesions sustained for at least 4 weeks; no new lesions, no corticosteroids; stable or improved clinically. Partial Response (PR) will be defined as a decrease of at le",Yes,No,
Breast,ClinicalTrials.gov,negative,Easy - both flags green,NCT00579800,"Newer Breast MRI Sequences for the Evaluation of Breast Cancer -FIESTA, Vibrant-DE and IDEAL: Feasibility Evaluation",Yes,Interventional (confirmed via ClinicalTrials.gov API filter),,NA,COMPLETED,2007,OTHER,76,No,"To evaluate the feasibility of three new pulse sequences for breast MRI using newly developed software; FIESTA, Vibrant DE and IDEAL  | To quantitatively and qualitatively assess performance of the three breast pulse sequences, and compare these results with the same parameters on standard breast MRI sequences. ",Yes,No,
